id,state,stop_date,stop_time,location_raw,county_name,county_fips,fine_grained_location,police_department,driver_gender,driver_age_raw,driver_age,driver_race_raw,driver_race,violation_raw,violation,search_conducted,search_type_raw,search_type,contraband_found,stop_outcome,is_arrested,search_basis,officer_id,drugs_related_stop,ethnicity,district
NC-2000-000001,NC,2000-01-01,00:01,,,,Unknown,NC State Highway Patrol,M,35,35.0,B N,Black,Vehicle Equipment Violation,Equipment,TRUE,Search Incident to Arrest,Incident to Arrest,FALSE,Arrest,TRUE,,,,N,
NC-2000-000002,NC,2000-01-01,00:01,,,,Unknown,NC State Highway Patrol,M,20,20.0,W N,White,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000003,NC,2000-01-01,00:01,,,,Unknown,NC State Highway Patrol,F,26,26.0,W N,White,Safe Movement Violation,Safe movement,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000004,NC,2000-01-01,00:02,,,,Unknown,NC State Highway Patrol,F,48,48.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000005,NC,2000-01-01,00:02,,,,Unknown,NC State Highway Patrol,F,18,18.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,No Action,FALSE,,,,N,
NC-2000-000006,NC,2000-01-01,00:02,,,,Unknown,NC State Highway Patrol,M,25,25.0,W N,White,Impaired Driving,DUI,TRUE,Consent,Consent,FALSE,Citation,FALSE,Observation Suspected Contraband,,,N,
NC-2000-000007,NC,2000-01-01,00:05,,,,Unknown,NC State Highway Patrol,F,30,30.0,B N,Black,Vehicle Equipment Violation,Equipment,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000008,NC,2000-01-01,00:05,,,,Unknown,NC State Highway Patrol,M,40,40.0,W N,White,Safe Movement Violation,Safe movement,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000009,NC,2000-01-01,00:05,,,,Unknown,NC State Highway Patrol,M,40,40.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000010,NC,2000-01-01,00:05,,,,Unknown,NC State Highway Patrol,M,25,25.0,B N,Black,Seat Belt Violation,Seat belt,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000011,NC,2000-01-01,00:08,,,,Unknown,NC State Highway Patrol,M,28,28.0,W N,White,Investigation,Other,FALSE,,,FALSE,Verbal Warning,FALSE,,,,N,
NC-2000-000012,NC,2000-01-01,00:09,,,,Unknown,NC State Highway Patrol,M,21,21.0,B N,Black,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Verbal Warning,FALSE,,,,N,
NC-2000-000013,NC,2000-01-01,00:10,,,,Unknown,NC State Highway Patrol,F,22,22.0,W N,White,Vehicle Equipment Violation,Equipment,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000014,NC,2000-01-01,00:10,,,,Unknown,NC State Highway Patrol,M,31,31.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Arrest,TRUE,,,,N,
NC-2000-000015,NC,2000-01-01,00:10,,,,Unknown,NC State Highway Patrol,F,23,23.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000016,NC,2000-01-01,00:10,,,,Unknown,NC State Highway Patrol,M,27,27.0,W N,White,Impaired Driving,DUI,FALSE,,,FALSE,Verbal Warning,FALSE,,,,N,
NC-2000-000017,NC,2000-01-01,00:10,,,,Unknown,NC State Highway Patrol,F,50,50.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000018,NC,2000-01-01,00:12,,,,Unknown,NC State Highway Patrol,F,44,44.0,B N,Black,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Verbal Warning,FALSE,,,,N,
NC-2000-000019,NC,2000-01-01,00:13,,,,Unknown,NC State Highway Patrol,M,25,25.0,W N,White,Safe Movement Violation,Safe movement,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000020,NC,2000-01-01,00:14,,,,Unknown,NC State Highway Patrol,F,22,22.0,W N,White,Seat Belt Violation,Seat belt,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000021,NC,2000-01-01,00:14,,,,Unknown,NC State Highway Patrol,M,20,20.0,B N,Black,Impaired Driving,DUI,TRUE,Consent,Consent,FALSE,Citation,FALSE,Witness Observation,,,N,
NC-2000-000022,NC,2000-01-01,00:15,,,,Unknown,NC State Highway Patrol,M,17,17.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000023,NC,2000-01-01,00:18,,,,Unknown,NC State Highway Patrol,M,19,19.0,W N,White,Traffic Light/Sign Violation,Stop sign/light,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000024,NC,2000-01-01,00:18,,,,Unknown,NC State Highway Patrol,M,60,60.0,W N,White,Safe Movement Violation,Safe movement,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000025,NC,2000-01-01,00:20,,,,Unknown,NC State Highway Patrol,F,33,33.0,W N,White,Impaired Driving,DUI,TRUE,Protective Frisk,Protective Frisk,FALSE,Arrest,TRUE,Suspicious Movement,,,N,
NC-2000-000026,NC,2000-01-01,00:20,,,,Unknown,NC State Highway Patrol,M,20,20.0,W N,White,Impaired Driving,DUI,TRUE,Search Incident to Arrest,Incident to Arrest,FALSE,Arrest,TRUE,Observation Suspected Contraband,,,N,
NC-2000-000027,NC,2000-01-01,00:20,,,,Unknown,NC State Highway Patrol,M,21,21.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000028,NC,2000-01-01,00:23,,,,Unknown,NC State Highway Patrol,M,33,33.0,W N,White,Vehicle Equipment Violation,Equipment,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000029,NC,2000-01-01,00:25,,,,Unknown,NC State Highway Patrol,F,18,18.0,W N,White,Traffic Light/Sign Violation,Stop sign/light,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000030,NC,2000-01-01,00:25,,,,Unknown,NC State Highway Patrol,F,45,45.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000031,NC,2000-01-01,00:25,,,,Unknown,NC State Highway Patrol,M,20,20.0,W N,White,Impaired Driving,DUI,TRUE,Search Incident to Arrest,Incident to Arrest,FALSE,Arrest,TRUE,,,,N,
NC-2000-000032,NC,2000-01-01,00:25,,,,Unknown,NC State Highway Patrol,M,37,37.0,W N,White,Vehicle Equipment Violation,Equipment,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000033,NC,2000-01-01,00:25,,,,Unknown,NC State Highway Patrol,M,49,49.0,B N,Black,Impaired Driving,DUI,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000034,NC,2000-01-01,00:29,,,,Unknown,NC State Highway Patrol,M,28,28.0,B N,Black,Safe Movement Violation,Safe movement,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000035,NC,2000-01-01,00:29,,,,Unknown,NC State Highway Patrol,M,23,23.0,U N,Other,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000036,NC,2000-01-01,00:30,,,,Unknown,NC State Highway Patrol,M,24,24.0,W N,White,Impaired Driving,DUI,FALSE,,,FALSE,Arrest,TRUE,,,,N,
NC-2000-000037,NC,2000-01-01,00:30,,,,Unknown,NC State Highway Patrol,M,54,54.0,W N,White,Vehicle Equipment Violation,Equipment,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000038,NC,2000-01-01,00:30,,,,Unknown,NC State Highway Patrol,M,34,34.0,U N,Other,Speed Limit Violation,Speeding,FALSE,,,FALSE,Verbal Warning,FALSE,,,,N,
NC-2000-000039,NC,2000-01-01,00:30,,,,Unknown,NC State Highway Patrol,F,40,40.0,W N,White,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000040,NC,2000-01-01,00:30,,,,Unknown,NC State Highway Patrol,F,41,41.0,W N,White,Investigation,Other,FALSE,,,FALSE,Verbal Warning,FALSE,,,,N,
NC-2000-000041,NC,2000-01-01,00:30,,,,Unknown,NC State Highway Patrol,M,35,35.0,U N,Other,Vehicle Equipment Violation,Equipment,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000042,NC,2000-01-01,00:30,,,,Unknown,NC State Highway Patrol,M,33,33.0,B N,Black,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000043,NC,2000-01-01,00:30,,,,Unknown,NC State Highway Patrol,M,25,25.0,U H,Hispanic,Speed Limit Violation,Speeding,TRUE,Search Incident to Arrest,Incident to Arrest,FALSE,Arrest,TRUE,Witness Observation,,,H,
NC-2000-000044,NC,2000-01-01,00:32,,,,Unknown,NC State Highway Patrol,F,20,20.0,W N,White,Vehicle Equipment Violation,Equipment,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000045,NC,2000-01-01,00:34,,,,Unknown,NC State Highway Patrol,F,25,25.0,W N,White,Impaired Driving,DUI,FALSE,,,FALSE,Verbal Warning,FALSE,,,,N,
NC-2000-000046,NC,2000-01-01,00:35,,,,Unknown,NC State Highway Patrol,M,63,63.0,W N,White,Traffic Light/Sign Violation,Stop sign/light,FALSE,,,FALSE,Verbal Warning,FALSE,,,,N,
NC-2000-000047,NC,2000-01-01,00:35,,,,Unknown,NC State Highway Patrol,M,25,25.0,W N,White,Impaired Driving,DUI,FALSE,,,FALSE,Arrest,TRUE,,,,N,
NC-2000-000048,NC,2000-01-01,00:35,,,,Unknown,NC State Highway Patrol,M,29,29.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000049,NC,2000-01-01,00:35,,,,Unknown,NC State Highway Patrol,F,29,29.0,W N,White,Vehicle Equipment Violation,Equipment,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000050,NC,2000-01-01,00:35,,,,Unknown,NC State Highway Patrol,M,37,37.0,W N,White,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000051,NC,2000-01-01,00:35,,,,Unknown,NC State Highway Patrol,M,37,37.0,W N,White,Impaired Driving,DUI,TRUE,Search Incident to Arrest,Incident to Arrest,FALSE,Arrest,TRUE,Other Official Info,,,N,
NC-2000-000052,NC,2000-01-01,00:35,,,,Unknown,NC State Highway Patrol,M,50,50.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000053,NC,2000-01-01,00:36,,,,Unknown,NC State Highway Patrol,M,37,37.0,W N,White,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000054,NC,2000-01-01,00:40,,,,Unknown,NC State Highway Patrol,M,67,67.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000055,NC,2000-01-01,00:40,,,,Unknown,NC State Highway Patrol,F,24,24.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000056,NC,2000-01-01,00:40,,,,Unknown,NC State Highway Patrol,M,22,22.0,B N,Black,Vehicle Equipment Violation,Equipment,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000057,NC,2000-01-01,00:40,,,,Unknown,NC State Highway Patrol,F,28,28.0,B N,Black,Investigation,Other,FALSE,,,FALSE,Verbal Warning,FALSE,,,,N,
NC-2000-000058,NC,2000-01-01,00:40,,,,Unknown,NC State Highway Patrol,M,35,35.0,B N,Black,Vehicle Equipment Violation,Equipment,TRUE,Search Incident to Arrest,Incident to Arrest,FALSE,Arrest,TRUE,,,,N,
NC-2000-000059,NC,2000-01-01,00:42,,,,Unknown,NC State Highway Patrol,F,32,32.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000060,NC,2000-01-01,00:43,,,,Unknown,NC State Highway Patrol,M,30,30.0,U N,Other,Investigation,Other,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000061,NC,2000-01-01,00:45,,,,Unknown,NC State Highway Patrol,F,16,16.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000062,NC,2000-01-01,00:45,,,,Unknown,NC State Highway Patrol,M,18,18.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000063,NC,2000-01-01,00:45,,,,Unknown,NC State Highway Patrol,M,17,17.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000064,NC,2000-01-01,00:45,,,,Unknown,NC State Highway Patrol,M,57,57.0,B N,Black,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000065,NC,2000-01-01,00:45,,,,Unknown,NC State Highway Patrol,M,40,40.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000066,NC,2000-01-01,00:45,,,,Unknown,NC State Highway Patrol,M,48,48.0,U N,Other,Traffic Light/Sign Violation,Stop sign/light,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000067,NC,2000-01-01,00:45,,,,Unknown,NC State Highway Patrol,M,41,41.0,U N,Other,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000068,NC,2000-01-01,00:45,,,,Unknown,NC State Highway Patrol,M,60,60.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000069,NC,2000-01-01,00:45,,,,Unknown,NC State Highway Patrol,M,19,19.0,W N,White,Investigation,Other,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000070,NC,2000-01-01,00:50,,,,Unknown,NC State Highway Patrol,M,36,36.0,B N,Black,Vehicle Equipment Violation,Equipment,FALSE,,,FALSE,Verbal Warning,FALSE,,,,N,
NC-2000-000071,NC,2000-01-01,00:50,,,,Unknown,NC State Highway Patrol,M,28,28.0,W N,White,Investigation,Other,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000072,NC,2000-01-01,00:50,,,,Unknown,NC State Highway Patrol,M,63,63.0,B N,Black,Vehicle Equipment Violation,Equipment,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000073,NC,2000-01-01,00:50,,,,Unknown,NC State Highway Patrol,M,46,46.0,W N,White,Vehicle Equipment Violation,Equipment,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000074,NC,2000-01-01,00:50,,,,Unknown,NC State Highway Patrol,F,25,25.0,U N,Other,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000075,NC,2000-01-01,00:51,,,,Unknown,NC State Highway Patrol,M,24,24.0,W N,White,Impaired Driving,DUI,FALSE,,,FALSE,Verbal Warning,FALSE,,,,N,
NC-2000-000076,NC,2000-01-01,00:55,,,,Unknown,NC State Highway Patrol,F,17,17.0,W N,White,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Verbal Warning,FALSE,,,,N,
NC-2000-000077,NC,2000-01-01,00:55,,,,Unknown,NC State Highway Patrol,F,19,19.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000078,NC,2000-01-01,00:55,,,,Unknown,NC State Highway Patrol,M,20,20.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000079,NC,2000-01-01,00:55,,,,Unknown,NC State Highway Patrol,M,25,25.0,W N,White,Vehicle Equipment Violation,Equipment,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000080,NC,2000-01-01,00:55,,,,Unknown,NC State Highway Patrol,M,40,40.0,W N,White,Impaired Driving,DUI,TRUE,Search Incident to Arrest,Incident to Arrest,FALSE,Citation,FALSE,,,,N,
NC-2000-000081,NC,2000-01-01,00:55,,,,Unknown,NC State Highway Patrol,M,33,33.0,B N,Black,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000082,NC,2000-01-01,00:55,,,,Unknown,NC State Highway Patrol,F,54,54.0,W N,White,Seat Belt Violation,Seat belt,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000083,NC,2000-01-01,00:57,,,,Unknown,NC State Highway Patrol,M,35,35.0,W N,White,Traffic Light/Sign Violation,Stop sign/light,FALSE,,,FALSE,Arrest,TRUE,,,,N,
NC-2000-000084,NC,2000-01-01,00:58,,,,Unknown,NC State Highway Patrol,M,23,23.0,W N,White,Investigation,Other,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000085,NC,2000-01-01,01:00,,,,Unknown,NC State Highway Patrol,M,17,17.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000086,NC,2000-01-01,01:00,,,,Unknown,NC State Highway Patrol,F,27,27.0,W N,White,Vehicle Equipment Violation,Equipment,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000087,NC,2000-01-01,01:00,,,,Unknown,NC State Highway Patrol,F,28,28.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000088,NC,2000-01-01,01:00,,,,Unknown,NC State Highway Patrol,M,86,86.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000089,NC,2000-01-01,01:00,,,,Unknown,NC State Highway Patrol,M,60,60.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000090,NC,2000-01-01,01:00,,,,Unknown,NC State Highway Patrol,M,24,24.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000091,NC,2000-01-01,01:00,,,,Unknown,NC State Highway Patrol,M,45,45.0,W N,White,Safe Movement Violation,Safe movement,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000092,NC,2000-01-01,01:00,,,,Unknown,NC State Highway Patrol,M,18,18.0,W N,White,Traffic Light/Sign Violation,Stop sign/light,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000093,NC,2000-01-01,01:00,,,,Unknown,NC State Highway Patrol,F,19,19.0,B N,Black,Safe Movement Violation,Safe movement,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000094,NC,2000-01-01,01:00,,,,Unknown,NC State Highway Patrol,M,35,35.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000095,NC,2000-01-01,01:00,,,,Unknown,NC State Highway Patrol,M,22,22.0,W N,White,Impaired Driving,DUI,TRUE,Protective Frisk,Protective Frisk,FALSE,Verbal Warning,FALSE,,,,N,
NC-2000-000096,NC,2000-01-01,01:00,,,,Unknown,NC State Highway Patrol,M,19,19.0,B N,Black,Investigation,Other,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000097,NC,2000-01-01,01:00,,,,Unknown,NC State Highway Patrol,M,34,34.0,I N,Other,Investigation,Other,FALSE,,,FALSE,Verbal Warning,FALSE,,,,N,
NC-2000-000098,NC,2000-01-01,01:00,,,,Unknown,NC State Highway Patrol,F,43,43.0,W N,White,Impaired Driving,DUI,FALSE,,,FALSE,Verbal Warning,FALSE,,,,N,
NC-2000-000099,NC,2000-01-01,01:00,,,,Unknown,NC State Highway Patrol,M,41,41.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000100,NC,2000-01-01,01:01,,,,Unknown,NC State Highway Patrol,M,32,32.0,U N,Other,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000101,NC,2000-01-01,01:01,,,,Unknown,NC State Highway Patrol,M,20,20.0,W N,White,Vehicle Equipment Violation,Equipment,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000102,NC,2000-01-01,01:02,,,,Unknown,NC State Highway Patrol,M,22,22.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000103,NC,2000-01-01,01:04,,,,Unknown,NC State Highway Patrol,M,33,33.0,W H,Hispanic,Other Motor Vehicle Violation,Other,TRUE,Search Warrant,Warrant,FALSE,Arrest,TRUE,,,,H,
NC-2000-000104,NC,2000-01-01,01:04,,,,Unknown,NC State Highway Patrol,M,20,20.0,B N,Black,Investigation,Other,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000105,NC,2000-01-01,01:05,,,,Unknown,NC State Highway Patrol,M,42,42.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000106,NC,2000-01-01,01:05,,,,Unknown,NC State Highway Patrol,M,77,77.0,B N,Black,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000107,NC,2000-01-01,01:05,,,,Unknown,NC State Highway Patrol,M,17,17.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000108,NC,2000-01-01,01:05,,,,Unknown,NC State Highway Patrol,M,27,27.0,U H,Hispanic,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Citation,FALSE,,,,H,
NC-2000-000109,NC,2000-01-01,01:05,,,,Unknown,NC State Highway Patrol,M,28,28.0,B N,Black,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Arrest,TRUE,,,,N,
NC-2000-000110,NC,2000-01-01,01:05,,,,Unknown,NC State Highway Patrol,M,43,43.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000111,NC,2000-01-01,01:05,,,,Unknown,NC State Highway Patrol,M,59,59.0,W N,White,Traffic Light/Sign Violation,Stop sign/light,FALSE,,,FALSE,Verbal Warning,FALSE,,,,N,
NC-2000-000112,NC,2000-01-01,01:05,,,,Unknown,NC State Highway Patrol,M,19,19.0,A N,Asian,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Verbal Warning,FALSE,,,,N,
NC-2000-000113,NC,2000-01-01,01:05,,,,Unknown,NC State Highway Patrol,M,19,19.0,W N,White,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000114,NC,2000-01-01,01:05,,,,Unknown,NC State Highway Patrol,M,34,34.0,B N,Black,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000115,NC,2000-01-01,01:05,,,,Unknown,NC State Highway Patrol,M,19,19.0,B N,Black,Vehicle Equipment Violation,Equipment,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000116,NC,2000-01-01,01:06,,,,Unknown,NC State Highway Patrol,M,43,43.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000117,NC,2000-01-01,01:07,,,,Unknown,NC State Highway Patrol,M,20,20.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000118,NC,2000-01-01,01:07,,,,Unknown,NC State Highway Patrol,M,21,21.0,U H,Hispanic,Impaired Driving,DUI,FALSE,,,FALSE,Citation,FALSE,,,,H,
NC-2000-000119,NC,2000-01-01,01:08,,,,Unknown,NC State Highway Patrol,F,30,30.0,W N,White,Seat Belt Violation,Seat belt,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000120,NC,2000-01-01,01:08,,,,Unknown,NC State Highway Patrol,F,31,31.0,B N,Black,Investigation,Other,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000121,NC,2000-01-01,01:10,,,,Unknown,NC State Highway Patrol,M,44,44.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000122,NC,2000-01-01,01:10,,,,Unknown,NC State Highway Patrol,M,21,21.0,W N,White,Safe Movement Violation,Safe movement,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000123,NC,2000-01-01,01:10,,,,Unknown,NC State Highway Patrol,M,25,25.0,W N,White,Vehicle Equipment Violation,Equipment,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000124,NC,2000-01-01,01:10,,,,Unknown,NC State Highway Patrol,M,18,18.0,U N,Other,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000125,NC,2000-01-01,01:10,,,,Unknown,NC State Highway Patrol,M,38,38.0,A H,Hispanic,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,H,
NC-2000-000126,NC,2000-01-01,01:10,,,,Unknown,NC State Highway Patrol,M,18,18.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000127,NC,2000-01-01,01:10,,,,Unknown,NC State Highway Patrol,F,35,35.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000128,NC,2000-01-01,01:10,,,,Unknown,NC State Highway Patrol,F,41,41.0,W N,White,Seat Belt Violation,Seat belt,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000129,NC,2000-01-01,01:10,,,,Unknown,NC State Highway Patrol,M,54,54.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000130,NC,2000-01-01,01:10,,,,Unknown,NC State Highway Patrol,M,51,51.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000131,NC,2000-01-01,01:10,,,,Unknown,NC State Highway Patrol,F,19,19.0,U N,Other,Investigation,Other,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000132,NC,2000-01-01,01:10,,,,Unknown,NC State Highway Patrol,M,18,18.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000133,NC,2000-01-01,01:10,,,,Unknown,NC State Highway Patrol,M,35,35.0,U N,Other,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000134,NC,2000-01-01,01:10,,,,Unknown,NC State Highway Patrol,M,36,36.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000135,NC,2000-01-01,01:10,,,,Unknown,NC State Highway Patrol,M,19,19.0,W N,White,Safe Movement Violation,Safe movement,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-000136,NC,2000-01-01,01:10,,,,Unknown,NC State Highway Patrol,M,24,24.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-000137,NC,2000-01-01,01:10,,,,Unknown,NC State Highway Patrol,M,25,25.0,W N,White,Speed Limit Violation,Speeding,TRUE,Search Incident to Arrest,Incident to Arrest,FALSE,Arrest,TRUE,Witness Observation,,,N,
