id,state,stop_date,stop_time,location_raw,county_name,county_fips,fine_grained_location,police_department,driver_gender,driver_age_raw,driver_age,driver_race_raw,driver_race,violation_raw,violation,search_conducted,search_type_raw,search_type,contraband_found,stop_outcome,is_arrested,search_basis,officer_id,drugs_related_stop,ethnicity,district
NC-2000-005665,NC,2000-01-02,14:05,,,,Unknown,NC State Highway Patrol,F,53,53.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005666,NC,2000-01-02,14:06,,,,Unknown,NC State Highway Patrol,M,40,40.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-005667,NC,2000-01-02,14:10,,,,Unknown,NC State Highway Patrol,M,56,56.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005668,NC,2000-01-02,14:10,,,,Unknown,NC State Highway Patrol,F,41,41.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005669,NC,2000-01-02,14:10,,,,Unknown,NC State Highway Patrol,F,30,30.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-005670,NC,2000-01-02,14:10,,,,Unknown,NC State Highway Patrol,F,49,49.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005671,NC,2000-01-02,14:10,,,,Unknown,NC State Highway Patrol,M,27,27.0,W N,White,Seat Belt Violation,Seat belt,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005672,NC,2000-01-02,14:10,,,,Unknown,NC State Highway Patrol,M,28,28.0,U N,Other,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Verbal Warning,FALSE,,,,N,
NC-2000-005673,NC,2000-01-02,14:10,,,,Unknown,NC State Highway Patrol,M,43,43.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005674,NC,2000-01-02,14:13,,,,Unknown,NC State Highway Patrol,F,31,31.0,W H,Hispanic,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,H,
NC-2000-005675,NC,2000-01-02,14:15,,,,Unknown,NC State Highway Patrol,F,25,25.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-005676,NC,2000-01-02,14:15,,,,Unknown,NC State Highway Patrol,M,22,22.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005677,NC,2000-01-02,14:15,,,,Unknown,NC State Highway Patrol,M,44,44.0,W N,White,Seat Belt Violation,Seat belt,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005678,NC,2000-01-02,14:15,,,,Unknown,NC State Highway Patrol,M,23,23.0,W N,White,Seat Belt Violation,Seat belt,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005679,NC,2000-01-02,14:15,,,,Unknown,NC State Highway Patrol,F,23,23.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005680,NC,2000-01-02,14:18,,,,Unknown,NC State Highway Patrol,F,22,22.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005681,NC,2000-01-02,14:20,,,,Unknown,NC State Highway Patrol,M,22,22.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005682,NC,2000-01-02,14:20,,,,Unknown,NC State Highway Patrol,M,23,23.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005683,NC,2000-01-02,14:20,,,,Unknown,NC State Highway Patrol,M,90,90.0,W N,White,Seat Belt Violation,Seat belt,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005684,NC,2000-01-02,14:20,,,,Unknown,NC State Highway Patrol,F,31,31.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005685,NC,2000-01-02,14:20,,,,Unknown,NC State Highway Patrol,M,27,27.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005686,NC,2000-01-02,14:22,,,,Unknown,NC State Highway Patrol,M,15,15.0,B N,Black,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005687,NC,2000-01-02,14:23,,,,Unknown,NC State Highway Patrol,M,30,30.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005688,NC,2000-01-02,14:23,,,,Unknown,NC State Highway Patrol,M,25,25.0,B N,Black,Seat Belt Violation,Seat belt,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005689,NC,2000-01-02,14:25,,,,Unknown,NC State Highway Patrol,M,36,36.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005690,NC,2000-01-02,14:25,,,,Unknown,NC State Highway Patrol,F,25,25.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-005691,NC,2000-01-02,14:25,,,,Unknown,NC State Highway Patrol,M,29,29.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005692,NC,2000-01-02,14:25,,,,Unknown,NC State Highway Patrol,M,60,60.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005693,NC,2000-01-02,14:26,,,,Unknown,NC State Highway Patrol,M,29,29.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005694,NC,2000-01-02,14:30,,,,Unknown,NC State Highway Patrol,M,35,35.0,W N,White,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005695,NC,2000-01-02,14:30,,,,Unknown,NC State Highway Patrol,M,16,16.0,W N,White,Seat Belt Violation,Seat belt,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005696,NC,2000-01-02,14:30,,,,Unknown,NC State Highway Patrol,F,19,19.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005697,NC,2000-01-02,14:30,,,,Unknown,NC State Highway Patrol,M,55,55.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005698,NC,2000-01-02,14:30,,,,Unknown,NC State Highway Patrol,M,38,38.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005699,NC,2000-01-02,14:33,,,,Unknown,NC State Highway Patrol,M,20,20.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005700,NC,2000-01-02,14:34,,,,Unknown,NC State Highway Patrol,M,50,50.0,U N,Other,Speed Limit Violation,Speeding,FALSE,,,FALSE,Verbal Warning,FALSE,,,,N,
NC-2000-005701,NC,2000-01-02,14:34,,,,Unknown,NC State Highway Patrol,M,58,58.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005702,NC,2000-01-02,14:35,,,,Unknown,NC State Highway Patrol,M,20,20.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005703,NC,2000-01-02,14:35,,,,Unknown,NC State Highway Patrol,M,27,27.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005704,NC,2000-01-02,14:36,,,,Unknown,NC State Highway Patrol,M,46,46.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-005705,NC,2000-01-02,14:40,,,,Unknown,NC State Highway Patrol,F,43,43.0,W N,White,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-005706,NC,2000-01-02,14:40,,,,Unknown,NC State Highway Patrol,M,20,20.0,W N,White,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005707,NC,2000-01-02,14:40,,,,Unknown,NC State Highway Patrol,F,30,30.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005708,NC,2000-01-02,14:40,,,,Unknown,NC State Highway Patrol,F,16,16.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005709,NC,2000-01-02,14:40,,,,Unknown,NC State Highway Patrol,F,23,23.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005710,NC,2000-01-02,14:40,,,,Unknown,NC State Highway Patrol,F,30,30.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005711,NC,2000-01-02,14:40,,,,Unknown,NC State Highway Patrol,M,23,23.0,W N,White,Seat Belt Violation,Seat belt,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005712,NC,2000-01-02,14:40,,,,Unknown,NC State Highway Patrol,M,26,26.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005713,NC,2000-01-02,14:40,,,,Unknown,NC State Highway Patrol,F,26,26.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005714,NC,2000-01-02,14:40,,,,Unknown,NC State Highway Patrol,F,16,16.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005715,NC,2000-01-02,14:40,,,,Unknown,NC State Highway Patrol,F,31,31.0,W N,White,Seat Belt Violation,Seat belt,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-005716,NC,2000-01-02,14:40,,,,Unknown,NC State Highway Patrol,M,31,31.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005717,NC,2000-01-02,14:40,,,,Unknown,NC State Highway Patrol,M,23,23.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005718,NC,2000-01-02,14:40,,,,Unknown,NC State Highway Patrol,M,32,32.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005719,NC,2000-01-02,14:43,,,,Unknown,NC State Highway Patrol,M,20,20.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005720,NC,2000-01-02,14:43,,,,Unknown,NC State Highway Patrol,M,38,38.0,W N,White,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005721,NC,2000-01-02,14:43,,,,Unknown,NC State Highway Patrol,M,23,23.0,W N,White,Seat Belt Violation,Seat belt,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005722,NC,2000-01-02,14:43,,,,Unknown,NC State Highway Patrol,M,47,47.0,W N,White,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005723,NC,2000-01-02,14:45,,,,Unknown,NC State Highway Patrol,M,16,16.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005724,NC,2000-01-02,14:45,,,,Unknown,NC State Highway Patrol,M,75,75.0,W N,White,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-005725,NC,2000-01-02,14:45,,,,Unknown,NC State Highway Patrol,F,53,53.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005726,NC,2000-01-02,14:45,,,,Unknown,NC State Highway Patrol,F,24,24.0,W N,White,Seat Belt Violation,Seat belt,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005727,NC,2000-01-02,14:45,,,,Unknown,NC State Highway Patrol,M,21,21.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005728,NC,2000-01-02,14:46,,,,Unknown,NC State Highway Patrol,M,74,74.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005729,NC,2000-01-02,14:50,,,,Unknown,NC State Highway Patrol,F,16,16.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-005730,NC,2000-01-02,14:50,,,,Unknown,NC State Highway Patrol,F,20,20.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-005731,NC,2000-01-02,14:50,,,,Unknown,NC State Highway Patrol,F,35,35.0,W N,White,Seat Belt Violation,Seat belt,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005732,NC,2000-01-02,14:50,,,,Unknown,NC State Highway Patrol,M,53,53.0,B N,Black,Seat Belt Violation,Seat belt,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005733,NC,2000-01-02,14:51,,,,Unknown,NC State Highway Patrol,M,23,23.0,W N,White,Seat Belt Violation,Seat belt,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005734,NC,2000-01-02,14:51,,,,Unknown,NC State Highway Patrol,M,19,19.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005735,NC,2000-01-02,14:53,,,,Unknown,NC State Highway Patrol,M,53,53.0,U N,Other,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005736,NC,2000-01-02,14:53,,,,Unknown,NC State Highway Patrol,M,48,48.0,W N,White,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005737,NC,2000-01-02,14:53,,,,Unknown,NC State Highway Patrol,F,21,21.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-005738,NC,2000-01-02,14:55,,,,Unknown,NC State Highway Patrol,M,18,18.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005739,NC,2000-01-02,14:55,,,,Unknown,NC State Highway Patrol,F,41,41.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005740,NC,2000-01-02,14:55,,,,Unknown,NC State Highway Patrol,M,32,32.0,A N,Asian,Seat Belt Violation,Seat belt,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005741,NC,2000-01-02,14:55,,,,Unknown,NC State Highway Patrol,M,23,23.0,W N,White,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-005742,NC,2000-01-02,14:58,,,,Unknown,NC State Highway Patrol,F,18,18.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005743,NC,2000-01-02,14:59,,,,Unknown,NC State Highway Patrol,M,22,22.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005744,NC,2000-01-02,15:00,,,,Unknown,NC State Highway Patrol,F,26,26.0,U N,Other,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005745,NC,2000-01-02,15:00,,,,Unknown,NC State Highway Patrol,M,17,17.0,U N,Other,Seat Belt Violation,Seat belt,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005746,NC,2000-01-02,15:00,,,,Unknown,NC State Highway Patrol,M,32,32.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-005747,NC,2000-01-02,15:00,,,,Unknown,NC State Highway Patrol,F,18,18.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005748,NC,2000-01-02,15:00,,,,Unknown,NC State Highway Patrol,M,32,32.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005749,NC,2000-01-02,15:00,,,,Unknown,NC State Highway Patrol,M,34,34.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005750,NC,2000-01-02,15:00,,,,Unknown,NC State Highway Patrol,M,42,42.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005751,NC,2000-01-02,15:00,,,,Unknown,NC State Highway Patrol,M,20,20.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-005752,NC,2000-01-02,15:01,,,,Unknown,NC State Highway Patrol,M,20,20.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005753,NC,2000-01-02,15:02,,,,Unknown,NC State Highway Patrol,M,20,20.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-005754,NC,2000-01-02,15:03,,,,Unknown,NC State Highway Patrol,M,22,22.0,W N,White,Seat Belt Violation,Seat belt,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-005755,NC,2000-01-02,15:03,,,,Unknown,NC State Highway Patrol,M,38,38.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005756,NC,2000-01-02,15:05,,,,Unknown,NC State Highway Patrol,M,30,30.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005757,NC,2000-01-02,15:05,,,,Unknown,NC State Highway Patrol,M,19,19.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-005758,NC,2000-01-02,15:05,,,,Unknown,NC State Highway Patrol,F,24,24.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005759,NC,2000-01-02,15:05,,,,Unknown,NC State Highway Patrol,M,21,21.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005760,NC,2000-01-02,15:05,,,,Unknown,NC State Highway Patrol,M,20,20.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005761,NC,2000-01-02,15:05,,,,Unknown,NC State Highway Patrol,F,20,20.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005762,NC,2000-01-02,15:05,,,,Unknown,NC State Highway Patrol,F,47,47.0,U N,Other,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005763,NC,2000-01-02,15:09,,,,Unknown,NC State Highway Patrol,F,25,25.0,B N,Black,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Verbal Warning,FALSE,,,,N,
NC-2000-005764,NC,2000-01-02,15:10,,,,Unknown,NC State Highway Patrol,M,26,26.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005765,NC,2000-01-02,15:10,,,,Unknown,NC State Highway Patrol,M,42,42.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005766,NC,2000-01-02,15:10,,,,Unknown,NC State Highway Patrol,M,21,21.0,U N,Other,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005767,NC,2000-01-02,15:10,,,,Unknown,NC State Highway Patrol,F,24,24.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005768,NC,2000-01-02,15:10,,,,Unknown,NC State Highway Patrol,M,20,20.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005769,NC,2000-01-02,15:10,,,,Unknown,NC State Highway Patrol,M,28,28.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005770,NC,2000-01-02,15:10,,,,Unknown,NC State Highway Patrol,F,43,43.0,B N,Black,Vehicle Equipment Violation,Equipment,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-005771,NC,2000-01-02,15:10,,,,Unknown,NC State Highway Patrol,M,29,29.0,W N,White,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005772,NC,2000-01-02,15:10,,,,Unknown,NC State Highway Patrol,M,36,36.0,W N,White,Seat Belt Violation,Seat belt,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005773,NC,2000-01-02,15:10,,,,Unknown,NC State Highway Patrol,M,19,19.0,W N,White,Vehicle Equipment Violation,Equipment,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005774,NC,2000-01-02,15:10,,,,Unknown,NC State Highway Patrol,M,63,63.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-005775,NC,2000-01-02,15:10,,,,Unknown,NC State Highway Patrol,F,22,22.0,W N,White,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005776,NC,2000-01-02,15:10,,,,Unknown,NC State Highway Patrol,M,41,41.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005777,NC,2000-01-02,15:10,,,,Unknown,NC State Highway Patrol,M,19,19.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005778,NC,2000-01-02,15:10,,,,Unknown,NC State Highway Patrol,M,22,22.0,I N,Other,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005779,NC,2000-01-02,15:14,,,,Unknown,NC State Highway Patrol,M,35,35.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005780,NC,2000-01-02,15:15,,,,Unknown,NC State Highway Patrol,M,50,50.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005781,NC,2000-01-02,15:15,,,,Unknown,NC State Highway Patrol,M,32,32.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-005782,NC,2000-01-02,15:15,,,,Unknown,NC State Highway Patrol,M,62,62.0,B N,Black,Seat Belt Violation,Seat belt,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-005783,NC,2000-01-02,15:15,,,,Unknown,NC State Highway Patrol,F,27,27.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005784,NC,2000-01-02,15:15,,,,Unknown,NC State Highway Patrol,F,38,38.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005785,NC,2000-01-02,15:15,,,,Unknown,NC State Highway Patrol,F,34,34.0,B N,Black,Seat Belt Violation,Seat belt,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005786,NC,2000-01-02,15:15,,,,Unknown,NC State Highway Patrol,M,30,30.0,W N,White,Seat Belt Violation,Seat belt,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005787,NC,2000-01-02,15:15,,,,Unknown,NC State Highway Patrol,M,42,42.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005788,NC,2000-01-02,15:15,,,,Unknown,NC State Highway Patrol,M,20,20.0,U H,Hispanic,Speed Limit Violation,Speeding,FALSE,,,FALSE,Verbal Warning,FALSE,,,,H,
NC-2000-005789,NC,2000-01-02,15:15,,,,Unknown,NC State Highway Patrol,M,73,73.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005790,NC,2000-01-02,15:15,,,,Unknown,NC State Highway Patrol,M,27,27.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005791,NC,2000-01-02,15:18,,,,Unknown,NC State Highway Patrol,M,37,37.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005792,NC,2000-01-02,15:18,,,,Unknown,NC State Highway Patrol,M,21,21.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005793,NC,2000-01-02,15:18,,,,Unknown,NC State Highway Patrol,M,21,21.0,W N,White,Seat Belt Violation,Seat belt,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005794,NC,2000-01-02,15:18,,,,Unknown,NC State Highway Patrol,M,50,50.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005795,NC,2000-01-02,15:19,,,,Unknown,NC State Highway Patrol,M,32,32.0,B N,Black,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005796,NC,2000-01-02,15:20,,,,Unknown,NC State Highway Patrol,F,23,23.0,W N,White,Seat Belt Violation,Seat belt,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-005797,NC,2000-01-02,15:20,,,,Unknown,NC State Highway Patrol,F,29,29.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005798,NC,2000-01-02,15:20,,,,Unknown,NC State Highway Patrol,F,18,18.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-005799,NC,2000-01-02,15:20,,,,Unknown,NC State Highway Patrol,M,32,32.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005800,NC,2000-01-02,15:20,,,,Unknown,NC State Highway Patrol,F,34,34.0,W N,White,Vehicle Equipment Violation,Equipment,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-005801,NC,2000-01-02,15:20,,,,Unknown,NC State Highway Patrol,M,47,47.0,B N,Black,Seat Belt Violation,Seat belt,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005802,NC,2000-01-02,15:20,,,,Unknown,NC State Highway Patrol,M,52,52.0,A N,Asian,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,,,N,
NC-2000-005803,NC,2000-01-02,15:20,,,,Unknown,NC State Highway Patrol,M,18,18.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
NC-2000-005804,NC,2000-01-02,15:20,,,,Unknown,NC State Highway Patrol,M,18,18.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,,,N,
